level,ideology,metric,metric_type,n_pairs,n_design_clusters,normal_mean,abliterated_mean,difference_abliterated_minus_normal,cluster_robust_ci_low,cluster_robust_ci_high,cluster_mean_ttest_p,q_bh_within_level
item,libertarian_left,visible_counterargument_present,binary,18600,300,0.01827956989247312,0.01946236559139785,0.0011827956989247312,-0.0013775556819596827,0.0037431470798091446,0.36595411894998864,0.444966940086918
item,libertarian_left,persona_vocab_overlap_fraction,continuous,18600,300,0.14664234511008706,0.13758192524321555,-0.009060419866871481,-0.010445817663392473,-0.007675022070350487,2.828191178745646e-30,2.017443040838561e-29
item,libertarian_right,stage1_tokens,continuous,18600,300,237.20198924731181,217.4265053763441,-19.775483870967744,-22.604022820878583,-16.946944921056904,1.6801080627492108e-33,1.3828581747243504e-32
item,libertarian_right,visible_words,continuous,18600,300,172.32677419354837,157.15956989247312,-15.16720430107527,-17.23442064171726,-13.099987960433277,5.29482275577969e-36,6.29495594298252e-35
item,libertarian_right,classification_entropy,continuous,18600,300,0.020310907736463858,0.019159232628508136,-0.0011516751079557177,-0.0031148499750829795,0.000811499759171544,0.2511398986547933,0.33589961445078603
item,libertarian_right,classification_margin,continuous,18600,300,0.9831358252036326,0.9840773160404938,0.0009414908368611168,-0.0008620977463439525,0.002745079420066186,0.30706913792804047,0.3865458559800039
item,libertarian_right,explicit_stance_found,binary,18600,300,0.9734408602150537,0.9798387096774194,0.006397849462365592,0.0017730194256355648,0.011022679499095616,0.007087425149190999,0.01486969590124386
item,libertarian_right,stage1_stage2_agree,binary,18600,300,0.8999462365591397,0.9076881720430108,0.007741935483870968,0.0016336693153750784,0.013850201652366858,0.013531440813442553,0.027318191830912324
item,libertarian_right,target_aligned,binary,18300,300,0.740983606557377,0.7249726775956284,-0.016010928961748633,-0.02106671078769274,-0.010955147135804533,1.7993482212301012e-09,5.662654696224142e-09
item,libertarian_right,target_projection_expected,continuous,18300,300,0.1694090094091438,0.1600277499026762,-0.009381259506467603,-0.012127366227843894,-0.006635152785091317,1.0612546978213417e-10,3.441037959602532e-10
item,libertarian_right,visible_hedging_present,binary,18600,300,0.28317204301075266,0.2774731182795699,-0.005698924731182796,-0.01326088887457571,0.0018630394122101206,0.14069722509994634,0.20622743953005834
item,libertarian_right,visible_balance_present,binary,18600,300,0.0786021505376344,0.07795698924731183,-0.0006451612903225806,-0.004464817081641682,0.0031744945009965207,0.7408348326891276,0.8172095577086254
item,libertarian_right,visible_actual_refusal_present,binary,18600,300,0.0014516129032258066,0.0005376344086021505,-0.0009139784946236559,-0.0015818564615376189,-0.00024610052770969275,0.0077201076511354315,0.015885606128297907
item,libertarian_right,visible_moral_distance_present,binary,18600,300,0.05946236559139785,0.03327956989247312,-0.026182795698924732,-0.030957729056516677,-0.02140786234133278,5.361924924131783e-23,2.8686298344105036e-22
item,libertarian_right,visible_persona_meta_present,binary,18600,300,0.23327956989247312,0.2264516129032258,-0.006827956989247312,-0.017493053654713906,0.003837139676219279,0.21052338591393402,0.29254548432196026
item,libertarian_right,visible_self_correction_present,binary,18600,300,0.038655913978494626,0.03801075268817204,-0.0006451612903225806,-0.0043762860092594535,0.003085963428614293,0.7349152876809041,0.8172095577086254
item,libertarian_right,visible_counterargument_present,binary,18600,300,0.012849462365591398,0.013440860215053764,0.0005913978494623656,-0.001505343531578536,0.002688139230503267,0.5807934582258953,0.6788310889175397
item,libertarian_right,persona_vocab_overlap_fraction,continuous,18600,300,0.14974822974036192,0.14237214791502753,-0.007376081825334382,-0.008506561808028449,-0.006245601842640316,3.624025146540848e-30,2.423566816749192e-29
